mode,gate_fid_raw,gate_fid_raw_err,gate_fid_post,gate_fid_post_err,swap_infid_raw_pct,swap_infid_raw_err_pct,swap_infid_post_pct,swap_infid_post_err_pct
1,0.9966516501097786,7.201518963274063e-05,0.99877909596794,0.0001691261049978,0.5018318193520388,0.010784178376944092,0.18307969567991078,0.025353424514134047
2,0.9976126184234752,1.2711047686017907e-05,0.9997540531201492,0.000101349151793,0.35789341670343644,0.0019043798338032698,0.0368897635145915,0.015200503165912744
3,0.9970004286851196,1.929343500356945e-05,0.9992289391298,0.0001449879313474,0.4495981248116232,0.002889671588242765,0.11563683260656932,0.021739803496190965
4,0.9938770103813732,5.0118608497126286e-05,0.9960085234536789,0.0003553949815665,0.91704109218812,0.007494740256138855,0.5981236382154309,0.05320274955294829
5,0.9932085296925678,6.830018790253711e-05,0.9979436698203904,9.43082614368995e-05,1.0169889307125146,0.010210179513788315,0.30829090403683423,0.01413168706136322
6,0.9958361673858026,4.20186043219098e-05,0.9986633218563696,0.0001554365991312,0.6239242839068182,0.006289655077813053,0.2004347050432398,0.02329990200609059
7,0.9940698396146714,7.672144297129491e-05,0.996081535494783,0.0001712094210673,0.8882039964049349,0.011474042922104875,0.5871935105414061,0.025631047920110065
